"Wykaz refundowanych leków, srodków spozywczych specjalnego przeznaczenia zywieniowego oraz wyrobów medycznych.",,,,,,,,,,,,,
1. Leki refundowane dostepne w aptece na recepte w ca_ym zakresie zarejestrowanych wskazan i przeznaczen lub we wskazaniu okreslonym stanem klinicznym,,,,,,,,,,,,,
lp,Substancja czynna,"Nazwa, posta_ i dawka leku, _rodka spo_ywczego specjalnego przeznaczenia _ywieniowego albo wyrobu medycznego",Zawarto__ opakowania,Kod EAN lub inny kod odpowiadaj_cy kodowi EAN,Termin wej_cia w _ycie decyzji,Okres obowi_zywania decyzji,Grupa limitowa,Urz_dowa cena zbytu,Cena detaliczna,Wysoko__ limitu finansowania,Zakres wskaza_ obj_tych refundacj_,Poziom odp_atno_ci,Wysoko__ dop_aty _wiadczeniobiorcy
2545,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990967636,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.58,45.3,40.37,Nowotwory z_o_liwe,bezp_atny,4.93
2546,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990967711,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",12.21,16.41,12.11,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.93
2547,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990967711,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",12.21,16.41,12.11,Nowotwory z_o_liwe,bezp_atny,4.3
2548,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990967728,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",36.33,45.63,36.33,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,20.2
2549,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990967728,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",36.33,45.63,36.33,Nowotwory z_o_liwe,bezp_atny,9.3
2550,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990967735,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",56.84,70.05,60.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,27.67
2551,Tramadolum,"Poltram Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990967735,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",56.84,70.05,60.55,Nowotwory z_o_liwe,bezp_atny,9.5
2552,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990967810,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",15.91,21.05,16.15,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,9.75
2553,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990967810,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",15.91,21.05,16.15,Nowotwory z_o_liwe,bezp_atny,4.9
2554,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990967827,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",44.27,55.55,48.44,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,21.64
2555,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990967827,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",44.27,55.55,48.44,Nowotwory z_o_liwe,bezp_atny,7.11
2556,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabl. (5 blist.po 10 szt.),5909990967834,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",71.14,86.93,80.73,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,30.42
2557,Tramadolum,"Poltram Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabl. (5 blist.po 10 szt.),5909990967834,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",71.14,86.93,80.73,Nowotwory z_o_liwe,bezp_atny,6.2
2558,Tramadolum,"Tramadol SYNTEZA, kaps. twarde, 50 mg",20 kaps. (2 blist.po 10 szt.),5909990294619,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.1,11.06,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.41
2559,Tramadolum,"Tramadol SYNTEZA, kaps. twarde, 50 mg",20 kaps. (2 blist.po 10 szt.),5909990294619,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.1,11.06,8.07,Nowotwory z_o_liwe,bezp_atny,2.99
2560,Tramadolum,"Tramadol SYNTEZA, krople doustne, 100 mg/ml",10 ml,5909990294718,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",10.11,13.51,8.49,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.57
2561,Tramadolum,"Tramadol SYNTEZA, krople doustne, 100 mg/ml",10 ml,5909990294718,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",10.11,13.51,8.49,Nowotwory z_o_liwe,bezp_atny,5.02
2562,Tramadolum,"Tramal, kaps. twarde, 50 mg",20 kaps. (2 blist.po 10 szt.),5909990253616,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",6.85,9.71,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,4.06
2563,Tramadolum,"Tramal, kaps. twarde, 50 mg",20 kaps. (2 blist.po 10 szt.),5909990253616,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",6.85,9.71,8.07,Nowotwory z_o_liwe,bezp_atny,1.64
2564,Tramadolum,"Tramal, czopki, 100 mg",5 czop.,5909990253715,2012-01-01,2 lata,"153.1, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doodbytniczego",5.16,7.67,7.67,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.3
2565,Tramadolum,"Tramal, czopki, 100 mg",5 czop.,5909990253715,2012-01-01,2 lata,"153.1, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doodbytniczego",5.16,7.67,7.67,Nowotwory z_o_liwe,bezp_atny,0
2566,Tramadolum,"Tramal, roztwór do wstrzykiwa_, 50 mg/ml",5 amp.a 1ml,5909990253814,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",4.17,5.76,4.47,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.63
2567,Tramadolum,"Tramal, roztwór do wstrzykiwa_, 50 mg/ml",5 amp.a 1ml,5909990253814,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",4.17,5.76,4.47,Nowotwory z_o_liwe,bezp_atny,1.29
2568,Tramadolum,"Tramal, roztwór do wstrzykiwa_, 50 mg/ml",5 amp.a 2ml,5909990253821,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",6.08,8.95,8.95,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.69
2569,Tramadolum,"Tramal, roztwór do wstrzykiwa_, 50 mg/ml",5 amp.a 2ml,5909990253821,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",6.08,8.95,8.95,Nowotwory z_o_liwe,bezp_atny,0
2570,Tramadolum,"Tramal, krople doustne, 100 mg/ml",10 ml,5909990253913,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",8.38,11.65,8.48,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.71
2571,Tramadolum,"Tramal, krople doustne, 100 mg/ml",10 ml,5909990253913,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",8.38,11.65,8.48,Nowotwory z_o_liwe,bezp_atny,3.17
2572,Tramadolum,"Tramal, krople doustne, 100 mg/ml",96 ml,5909990253920,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",65.29,81.34,81.34,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,24.4
2573,Tramadolum,"Tramal, krople doustne, 100 mg/ml",96 ml,5909990253920,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",65.29,81.34,81.34,Nowotwory z_o_liwe,bezp_atny,0
2574,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl. (blister),5909990786213,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",5.96,8.77,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,3.12
2575,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl. (blister),5909990786213,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",5.96,8.77,8.07,Nowotwory z_o_liwe,bezp_atny,0.7
2576,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990786220,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",17.69,24.22,24.22,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.27
2577,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990786220,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",17.69,24.22,24.22,Nowotwory z_o_liwe,bezp_atny,0
2578,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990786237,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",33.34,42.91,40.37,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,14.65
2579,Tramadolum,"Tramal Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990786237,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",33.34,42.91,40.37,Nowotwory z_o_liwe,bezp_atny,2.54
2580,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990786312,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",10.12,14.17,12.11,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.69
2581,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990786312,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",10.12,14.17,12.11,Nowotwory z_o_liwe,bezp_atny,2.06
2582,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990786329,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",28.08,36.81,36.33,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,11.38
2583,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990786329,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",28.08,36.81,36.33,Nowotwory z_o_liwe,bezp_atny,0.48
2584,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990786336,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",53.44,66.41,60.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,24.03
2585,Tramadolum,"Tramal Retard 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990786336,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",53.44,66.41,60.55,Nowotwory z_o_liwe,bezp_atny,5.86
2586,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990786411,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",12.54,17.44,16.15,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,6.14
2587,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990786411,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",12.54,17.44,16.15,Nowotwory z_o_liwe,bezp_atny,1.29
2588,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990786428,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.01,45.64,45.64,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,13.69
2589,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990786428,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.01,45.64,45.64,Nowotwory z_o_liwe,bezp_atny,0
2590,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabl. (5 blist.po 10 szt.),5909990786435,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",60.37,75.41,75.41,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,22.62
2591,Tramadolum,"Tramal Retard 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabl. (5 blist.po 10 szt.),5909990786435,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",60.37,75.41,75.41,Nowotwory z_o_liwe,bezp_atny,0
2592,Tramadolum,"Tramundin, tabl. powl. o przed_u_onym uwalnianiu, 100 mg",30 tabl.,5909990947416,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",23.76,30.71,24.22,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,13.76
2593,Tramadolum,"Tramundin, tabl. powl. o przed_u_onym uwalnianiu, 100 mg",30 tabl.,5909990947416,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",23.76,30.71,24.22,Nowotwory z_o_liwe,bezp_atny,6.49
2594,Trandolaprilum,"Trandolapril Arrow, kaps. twarde, 2 mg",28 kaps. (2 blist.po 14 szt.),5909990641123,2012-01-01,2 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednosk_adnikowe i z_o_one",9.55,11.82,5.17,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,rycza_t,9.85
2595,Travoprostum,"Travatan, krople do oczu, roztwór, 0,04 mg/ml","2,5 ml (but.)",5909990942619,2012-01-01,2 lata,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednosk_adnikowe i z_o_one",46.01,57.77,48.19,Jaskra,rycza_t,12.78
2596,Trazodonum,"Trittico CR, tabl. o przed_u_onym uwalnianiu, 75 mg",30 tabl. (2 blist.po 15 szt.),5909990918621,2012-01-01,2 lata,"187.0, Leki przeciwdepresyjne - inne  ",14.15,17.93,9.68,Choroby psychiczne lub upo_ledzenia umys_owe,30%,11.15
2597,Trazodonum,"Trittico CR, tabl. o przed_u_onym uwalnianiu, 150 mg",20 tabl. (2 blist.po 10 szt.),5909990918720,2012-01-01,2 lata,"187.0, Leki przeciwdepresyjne - inne  ",18.9,23.77,12.9,Choroby psychiczne lub upo_ledzenia umys_owe,30%,14.74
2598,Triamcinolonum,"POLCORTOLON, tabl. , 4 mg",20 tabl.,5909990171316,2012-01-01,2 lata,"82.6, Kortykosteroidy do stosowania ogólnego - glukokortykoidy do podawania doustnego - triamcynolon",6.42,9.43,9.43,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.83
2599,Triptorelinum,"Diphereline SR 11,25 mg, proszek i rozpuszczalnik do sporz_dzania zawiesiny o przed_u_onym uwalnianiu do wstrzykiwa_, 11,25 mg",1 1 fiol. proszku + 1 amp. rozp. + 1 strzyk. + 2 ig_y,5909990894413,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",873.64,970.67,970.67,Nowotwory z_o_liwe - Rak prostaty,rycza_t,9.6
2600,Triptorelinum,"Diphereline SR 3,75, proszek i rozpuszczalnik do sporz_dzania zawiesiny o przed_u_onym uwalnianiu do wstrzykiwa_, 3,75 mg","Pude_ko zawieraj_ce 1 fiolk_, i 1 ampu_k_ z 1 strzykawk_ ( z polipropylenu ) i 2 ig_ami ",5909990486915,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",289.98,330.05,301.99,Nowotwory z_o_liwe - Rak prostaty,rycza_t,31.26
2601,Tropicamidum,"Tropicamidum WZF 0,5%, krople do oczu, roztwór, 5 mg/ml",10 ml (2x5ml),5909990125524,2012-01-01,2 lata,"226.0, Leki antycholinergiczne do stosowania do oczu",4.57,6.85,6.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,rycza_t,3.2
2602,Tropicamidum,"Tropicamidum WZF 1%, krople do oczu, roztwór, 10 mg/ml",10 ml (2x5ml),5909990125623,2012-01-01,2 lata,"226.0, Leki antycholinergiczne do stosowania do oczu",7.88,10.39,6.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,rycza_t,6.74
2603,Valsartanum,"Bespres, tabl. powl., 80 mg",28 tabl. (2 blist.po 14 szt.),5909990751594,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",11.88,16.75,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.64
2604,Valsartanum,"Bespres, tabl. powl., 160 mg",28 tabl. (2 blist.po 14 szt.),5909990751877,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",23.5,31.46,31.46,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,9.44
2605,Valsartanum,"Diovan, tabl. powl., 80 mg",28 tabl.,5909990929115,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",43.2,50.27,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,39.16
2606,Valsartanum,"Diovan, tabl. powl., 160 mg",28 tabl.,5909990929214,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",46.44,56,31.74,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,33.78
2607,Valsartanum,"Diovan, tabl. powl., 160 mg",14 tabl.,5909990929238,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",23.76,29.47,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,18.36
2608,Valsartanum,"Nortivan, tabl. powl., 80 mg",28 tabl. (2 blist.po 14 szt.),5909990726776,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",13.82,18.84,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.73
2609,Valsartanum,"Nortivan, tabl. powl., 160 mg",28 tabl. (2 blist.po 14 szt.),5909990726844,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",26.46,34.63,31.74,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,12.41
2610,Valsartanum,"Tensart, tabl. powl., 80 mg",28 tabl. (4 blist.po 7 szt.),5909990681877,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",14.82,19.9,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,8.79
2611,Valsartanum,"Tensart, tabl. powl., 160 mg",28 tabl. (4 blist.po 7 szt.),5909990682065,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",30.15,38.57,31.74,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,16.35
2612,Valsartanum,"VALZEK, tabl. , 80 mg",28 tabl.,5909990681761,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",12.42,17.34,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,6.23
2613,Valsartanum,"VALZEK, tabl. , 160 mg",28 tabl.,5909990681785,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",24.84,32.89,31.74,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,10.67
2614,Valsartanum,"Valsacor 160 mg tabletki powl., tabl. powl., 160 mg",28 tabl. (4 blist.po 7 szt.),5909990074969,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",23.76,31.74,31.74,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,9.52
2615,Valsartanum,"Valsacor 80 mg tabletki powl., tabl. powl., 80 mg",28 tabl. (4 blist.po 7 szt.),5909990074945,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",17.28,22.53,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,11.42
2616,Valsartanum,"Zelvartan, tabl. powl., 80 mg",28 tabl. (4 blist.po 7 szt.),5909990688531,2012-01-01,2 lata,"45.0, Anatagoni_ci angiotensyny II - produkty jednosk_adnikowe i z_o_one",27.76,33.74,15.87,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,22.63
